EMP_NUM,EMP_FNAME,EMP_LNAME,EMP_EMAIL,EMP_PHONE,EMP_HIREDATE,EMP_TITLE,EMP_COMM,DEPT_NUM
84110,BRAIN,ROY,B.ROY10@LGCOMPANY.COM,656-7423,2013-04-26,FREIGHT STOCKER,0,500
84114,CLEMENT,VOGT,C.VOGT84@LGCOMPANY.COM,258-5482,1987-03-11,FREIGHT STOCKER,0,500
84116,CARLOTTA,ASH,C.ASH87@LGCOMPANY.COM,623-2177,1990-05-16,ASSOCIATE,0,280
84120,ALANA,FOREMAN,A.FOREMA92@LGCOMPANY.COM,385-6820,1995-02-06,ASSOCIATE,0,280
84123,MARGOT,PLATT,M.PLATT90@LGCOMPANY.COM,298-2260,1993-01-14,ASSOCIATE MANAGER,0,280
84130,ADA,JOYNER,A.JOYNER77@LGCOMPANY.COM,825-4553,1980-08-08,SENIOR ASSOCIATE,0,280
84132,BRENDAN,GUERRA,B.GUERRA94@LGCOMPANY.COM,272-1639,1997-06-21,ASSOCIATE,0,280
84133,QUINN,ROSEN,Q.ROSEN6@LGCOMPANY.COM,315-5540,2009-08-26,FREIGHT STOCKER,0,500
84134,ROSALIE,GARLAND,G.ROSALI98@LGCOMPANY.COM,441-6742,2001-06-12,ASSOCIATE,0.04,200
84156,ISSAC,CORTEZ,I.CORTEZ97@LGCOMPANY.COM,387-4140,2000-05-01,ASSOCIATE,0,280
84162,GIL,OSBORN,G.OSBORN0@LGCOMPANY.COM,332-3439,2003-11-03,CLERK III,0,600
84163,GWEN,EASLEY,E.GWEN98@LGCOMPANY.COM,925-6965,2001-09-29,ASSOCIATE,0.04,200
84178,ALYSON,WILLARD,A.WILLAR1@LGCOMPANY.COM,850-9851,2004-04-12,FREIGHT STOCKER,0,500
84180,JANNETTE,CURRIE,J.CURRIE4@LGCOMPANY.COM,815-9924,2007-09-18,ASSOCIATE,0,280
84184,DEANDRE,MOSLEY,D.MOSLEY96@LGCOMPANY.COM,354-6511,1999-04-24,SENIOR FREIGHTER,0,500
84185,MADGE,KANE,M.KANE77@LGCOMPANY.COM,750-7481,1980-02-26,DRIVER,0,550
84186,SOFIA,BARTLETT,S.BARTLE78@LGCOMPANY.COM,598-6852,1981-09-17,ASSOCIATE,0,250
84187,VILMA,BUNCH,V.BUNCH96@LGCOMPANY.COM,716-3176,1999-09-29,ASSOCIATE,0,280
84191,ROXANA,HOLBROOK,H.ROXANA98@LGCOMPANY.COM,441-5267,2001-11-21,ASSOCIATE,0.04,200
84193,ANTOINETTE,RUIZ,A.RUIZ5@LGCOMPANY.COM,261-8174,2008-10-21,RECEIVING SPECIALIST,0,400
84196,LELIA,ALVARADO,L.ALVARA80@LGCOMPANY.COM,482-1456,1983-11-08,ASSOCIATE DIRECTOR,0,400
84199,NAN,CORNETT,N.CORNET83@LGCOMPANY.COM,821-6969,1986-03-22,BRAND ASSOCIATE,0,280
84202,CLEVELAND,SAMUELS,C.SAMUEL84@LGCOMPANY.COM,544-2734,1987-11-13,ASSOCIATE,0,250
84204,EZEKIEL,JAMISON,E.JAMISO8@LGCOMPANY.COM,331-9251,2011-10-21,LOAD SPECIALIST,0,550
84205,CESAR,COLE,C.COLE97@LGCOMPANY.COM,776-9851,2000-06-07,FREIGHT STOCKER,0,500
84206,NANCY,HEALY,N.HEALY82@LGCOMPANY.COM,795-8788,1985-12-01,ASSOCIATE,0,250
84208,GIL,BRUNER,G.BRUNER80@LGCOMPANY.COM,841-4430,1983-07-01,ASSOCIATE,0,280
84213,LES,FIELD,L.FIELD88@LGCOMPANY.COM,498-3003,1991-03-05,ASSOCIATE,0,280
84214,CECELIA,LACEY,C.LACEY3@LGCOMPANY.COM,684-5690,2006-10-19,PRODUCT SPECIALIST,0,280
84219,THURMAN,WILKINSON,W.THURMA99@LGCOMPANY.COM,376-4963,2002-01-11,ASSOCIATE,0.04,200
84223,ANDY,FARRELL,A.FARREL93@LGCOMPANY.COM,249-6792,1996-01-07,ASSOCIATE,0,280
84224,ELTON,LOVE,E.LOVE9@LGCOMPANY.COM,497-1535,2012-09-02,LOAD SPECIALIST,0,550
84233,ALIDA,WELCH,A.WELCH87@LGCOMPANY.COM,468-9743,1990-01-24,FREIGHT STOCKER,0,500
84234,LUISA,MINER,L.MINER89@LGCOMPANY.COM,342-9315,1992-09-30,BUYER - CORPORATE,0,300
84235,JANNETTE,HARRISON,J.HARRIS0@LGCOMPANY.COM,320-7230,2003-08-23,SPECIALIST,0,250
84236,ALISHA,CRUM,A.CRUM4@LGCOMPANY.COM,820-3919,2007-03-18,LOAD MANAGER,0,550
84238,EDNA,WILEY,E.WILEY83@LGCOMPANY.COM,688-4330,1986-06-16,FREIGHT STOCKER,0,500
84240,REID,COLEMAN,R.COLEMA91@LGCOMPANY.COM,485-2486,1994-02-05,ASSOCIATE,0,250
84248,DANICA,CASTLE,C.DANICA99@LGCOMPANY.COM,441-5637,2002-04-17,ASSOCIATE,0.04,200
84249,CORRINA,BURKE,C.BURKE87@LGCOMPANY.COM,339-1185,1990-03-05,FREIGHT STOCKER,0,500
84251,MONROE,KNUTSON,M.KNUTSO75@LGCOMPANY.COM,614-8007,1978-12-12,SENIOR FREIGHTER,0,500
84253,SADIE,COVINGTON,S.COVING6@LGCOMPANY.COM,339-8230,2009-02-06,PRODUCT SPECIALIST,0,280
84254,CLINTON,SEYMOUR,C.SEYMOU75@LGCOMPANY.COM,279-9087,1978-05-23,ASSOCIATE,0,400
84256,EDGAR,DODGE,E.DODGE8@LGCOMPANY.COM,457-6422,2011-01-08,FREIGHT STOCKER,0,500
84259,CORINA,CUNNINGHAM,C.CUNNIN5@LGCOMPANY.COM,621-8460,2008-03-05,DRIVER,0,550
84263,BRYON,DANIEL,B.DANIEL89@LGCOMPANY.COM,895-4406,1992-03-18,DRIVER,0,550
84264,MARCOS,LEVINE,M.LEVINE92@LGCOMPANY.COM,462-9233,1995-12-16,SENIOR ASSOCIATE,0,280
84265,PAM,CASH,P.CASH79@LGCOMPANY.COM,409-2489,1982-12-08,ASSOCIATE,0,250
84266,ALANNA,WISE,A.WISE85@LGCOMPANY.COM,325-3268,1988-07-12,CLERK III,0,600
84268,TRISHA,ALVAREZ,T.ALVARE8@LGCOMPANY.COM,886-4833,2011-10-25,SENIOR ASSOCIATE,0,280
84276,ROSALIND,VILLARREAL,V.ROSALI99@LGCOMPANY.COM,376-3125,2002-06-03,ASSOCIATE,0.04,200
84278,IRENA,TOBIN,I.TOBIN95@LGCOMPANY.COM,646-1947,1998-09-21,ASSOCIATE,0,250
84280,LIZ,AYERS,L.AYERS85@LGCOMPANY.COM,229-2871,1988-10-26,LOAD SPECIALIST,0,550
84286,PATRICA,PATE,P.PATE81@LGCOMPANY.COM,250-8265,1984-07-20,DRIVER,0,550
84287,FRANK,PETTY,F.PETTY84@LGCOMPANY.COM,725-1616,1987-08-17,ASSOCIATE,0,250
84291,ELEANORE,MACIAS,E.MACIAS79@LGCOMPANY.COM,605-5871,1982-12-10,ASSOCIATE,0,400
84294,KIETH,MCKENZIE,K.MCKENZ83@LGCOMPANY.COM,323-9477,1986-12-02,FREIGHT STOCKER,0,500
84298,JENNA,LYLES,J.LYLES77@LGCOMPANY.COM,502-5604,1980-12-09,ASSOCIATE,0,250
84300,ALEXANDRA,SEAY,A.SEAY75@LGCOMPANY.COM,748-2375,1978-12-06,ASSOCIATE,0,250
84302,KIP,OGDEN,K.OGDEN88@LGCOMPANY.COM,717-3715,1991-04-07,ASSOCIATE,0,280
84306,ROWENA,MEDINA,M.ROWENA99@LGCOMPANY.COM,441-3971,2002-10-14,ASSOCIATE,0.04,200
84312,KURTIS,REDMOND,K.REDMON0@LGCOMPANY.COM,430-1381,2003-03-14,ASSOCIATE DIRECTOR,0,600
84316,BRIDGET,NIXON,B.NIXON7@LGCOMPANY.COM,283-5845,2010-08-09,ASSOCIATE,0,400
84320,LUCIO,CAUDILL,L.CAUDIL4@LGCOMPANY.COM,699-2681,2007-11-14,ASSOCIATE,0,400
84327,RUPERT,STONE,R.STONE87@LGCOMPANY.COM,848-9206,1990-10-25,FREIGHT STOCKER,0,500
84328,FERN,CARPENTER,F.CARPEN92@LGCOMPANY.COM,735-4820,1995-01-31,PURCHASING SPECIALIST,0,300
84329,MARGOT,HATFIELD,M.HATFIE91@LGCOMPANY.COM,598-2327,1994-07-24,ASSOCIATE,0,280
84330,DENNA,CRAFT,D.CRAFT79@LGCOMPANY.COM,419-9531,1982-02-25,LOAD SPECIALIST,0,550
84333,PHILLIS,CONKLIN,P.CONKLI4@LGCOMPANY.COM,644-4660,2007-01-20,DRIVER,0,550
84334,LINNIE,GOLDMAN,G.LINNIE99@LGCOMPANY.COM,441-3691,2002-11-26,ASSOCIATE,0.04,200
84340,LATOYA,KEENAN,L.KEENAN92@LGCOMPANY.COM,462-2887,1995-09-28,CLERK III,0,600
84343,ELDA,THORPE,E.THORPE5@LGCOMPANY.COM,418-4166,2008-04-10,FREIGHT STOCKER,0,500
84356,BERNITA,CONWAY,B.CONWAY90@LGCOMPANY.COM,787-1460,1993-05-21,DRIVER,0,550
84363,AWILDA,MORRIS,A.MORRIS86@LGCOMPANY.COM,292-9634,1989-07-03,CLERK I,0,600
84364,LESLIE,VARNER,V.LESLIE0@LGCOMPANY.COM,441-6387,2003-03-25,ASSOCIATE,0.03,200
84369,FERNANDO,GRANGER,F.GRANGE3@LGCOMPANY.COM,817-8955,2006-08-06,BRAND ASSOCIATE,0,280
84372,JOSEPHINA,FAULKNER,J.FAULKN6@LGCOMPANY.COM,434-1586,2009-07-29,DRIVER,0,550
84374,DESSIE,PAULSON,D.PAULSO99@LGCOMPANY.COM,648-7096,2002-03-12,DRIVER,0,550
84380,ALICIA,SHEARER,A.SHEARE95@LGCOMPANY.COM,801-8882,1998-12-11,ASSOCIATE,0,400
84383,LUCRETIA,WASHINGTON,L.WASHIN98@LGCOMPANY.COM,549-1264,2001-08-30,ASSOCIATE,0,250
84386,DELFINA,RIVERA,D.RIVERA76@LGCOMPANY.COM,379-9096,1979-12-09,ASSOCIATE,0,600
84389,STEFANIE,DUKE,S.DUKE80@LGCOMPANY.COM,286-3981,1983-03-15,FREIGHT STOCKER,0,500
84392,ALEJANDRA,WHALEY,W.ALEJAN0@LGCOMPANY.COM,441-7792,2003-05-02,ASSOCIATE,0.03,200
84394,PARIS,STONE,P.STONE75@LGCOMPANY.COM,342-8318,1978-12-20,ASSOCIATE,0,250
84396,ROBERTA,NEFF,R.NEFF4@LGCOMPANY.COM,780-7616,2007-06-25,ASSOCIATE,0,400
84397,SUE,ASH,S.ASH98@LGCOMPANY.COM,807-8589,2001-10-18,ASSOCIATE,0,400
84405,LAWANDA,RUCKER,L.RUCKER93@LGCOMPANY.COM,358-9344,1996-08-02,SENIOR FREIGHTER,0,500
84406,KAREN,HINKLE,K.HINKLE76@LGCOMPANY.COM,628-1463,1979-02-08,FREIGHT STOCKER,0,500
84417,ADELA,CHU,A.CHU76@LGCOMPANY.COM,393-4303,1979-01-14,LOAD SPECIALIST,0,550
84419,MITCHELL,ROLAND,M.ROLAND0@LGCOMPANY.COM,256-3659,2003-12-19,ASSOCIATE,0,280
84420,DOUG,CAUDILL,C.DOUG0@LGCOMPANY.COM,441-3335,2003-06-08,ASSOCIATE,0.03,200
84432,MERLE,JAMISON,M.JAMISO98@LGCOMPANY.COM,750-7714,2001-07-20,PURCHASING SPECIALIST,0,300
84441,BURT,HEALY,B.HEALY82@LGCOMPANY.COM,266-8930,1985-06-10,ASSOCIATE,0,400
84442,ANGEL,GREGORY,A.GREGOR95@LGCOMPANY.COM,348-4708,1998-12-29,ASSOCIATE,0,250
84448,WALTON,BATEMAN,W.BATEMA80@LGCOMPANY.COM,891-7233,1983-10-22,FREIGHT STOCKER,0,500
84453,SANTIAGO,BRIGGS,S.BRIGGS10@LGCOMPANY.COM,846-9579,2013-06-05,SPECIALIST,0,250
84458,JERRY,WEIR,J.WEIR78@LGCOMPANY.COM,271-2695,1981-05-03,DRIVER,0,550
84459,EMILIO,GILLIAM,E.GILLIA10@LGCOMPANY.COM,331-3380,2013-05-26,ASSOCIATE,0,250
84460,LAVERNE,TANNER,L.TANNER84@LGCOMPANY.COM,534-6815,1987-03-14,ASSOCIATE,0,400
84462,ELYSE,HOPKINS,E.HOPKIN78@LGCOMPANY.COM,862-5626,1981-02-26,ASSOCIATE,0,280
84463,LUANNE,LOVE,L.LOVE91@LGCOMPANY.COM,570-6465,1994-06-10,ASSOCIATE,0,250
84465,GRAIG,BLOCK,G.BLOCK86@LGCOMPANY.COM,443-7994,1989-03-21,DRIVER,0,550
84476,FERNE,BLANKENSHIP,F.BLANKE85@LGCOMPANY.COM,609-6130,1988-06-15,ASSOCIATE,0,250
84477,GALEN,DUGAN,G.DUGAN2@LGCOMPANY.COM,387-4667,2005-08-03,PRODUCT SPECIALIST,0,280
84484,MARVIN,GLOVER,M.GLOVER7@LGCOMPANY.COM,718-6036,2010-08-12,LOAD SPECIALIST,0,550
84488,SHANA,CORNELL,S.CORNEL99@LGCOMPANY.COM,392-8583,2002-02-12,PRODUCT SPECIALIST,0,280
84494,NICOLETTE,FIGUEROA,N.FIGUER91@LGCOMPANY.COM,872-9757,1994-03-14,FREIGHT STOCKER,0,500
84500,CHRISTINE,WESTON,C.WESTON95@LGCOMPANY.COM,559-3041,1998-11-17,SENIOR ASSOCIATE,0,300
84501,DENNA,MCGRAW,D.MCGRAW1@LGCOMPANY.COM,619-6848,2004-08-06,CLERK I,0,600
84502,SAL,FITZPATRICK,S.FITZPA75@LGCOMPANY.COM,519-3447,1978-01-29,LOAD SPECIALIST,0,550
84506,AISHA,ERICKSON,A.ERICKS8@LGCOMPANY.COM,548-6836,2011-10-17,DRIVER,0,550
84510,KRISTINA,TRUJILLO,K.TRUJIL79@LGCOMPANY.COM,784-7488,1982-04-13,DRIVER,0,550
84511,ILEANA,CHURCH,I.CHURCH10@LGCOMPANY.COM,880-8099,2013-02-12,ASSOCIATE DIRECTOR,0,600
84515,TONEY,TANNER,T.TANNER82@LGCOMPANY.COM,677-5804,1985-03-13,CLERK I,0,600
84520,ALVA,NICHOLS,A.NICHOL89@LGCOMPANY.COM,521-9928,1992-12-23,SENIOR ACCOUNTANT,0,600
84521,DELFINA,JUDD,D.JUDD8@LGCOMPANY.COM,873-1963,2011-12-28,ASSOCIATE,0,300
84526,FERNE,LASSITER,F.LASSIT8@LGCOMPANY.COM,553-3866,2011-07-25,ASSOCIATE,0,600
84530,HAL,HINKLE,H.HINKLE0@LGCOMPANY.COM,432-5362,2003-09-11,CLERK II,0,600
84543,KYLA,GOODMAN,K.GOODMA96@LGCOMPANY.COM,776-2627,1999-06-29,ASSOCIATE,0,400
84544,GERTRUDE,BAUER,G.BAUER88@LGCOMPANY.COM,370-4667,1991-10-07,SENIOR ASSOCIATE,0,250
84545,IRENA,BURKETT,I.BURKET9@LGCOMPANY.COM,342-2888,2012-08-19,ASSOCIATE,0,400
84554,MICKEY,CRAFT,M.CRAFT9@LGCOMPANY.COM,396-7158,2012-04-16,ASSOCIATE,0,280
84557,PRUDENCE,TANNER,P.TANNER93@LGCOMPANY.COM,528-9528,1996-04-22,LOAD SPECIALIST,0,550
84563,STEPHAINE,YODER,S.YODER80@LGCOMPANY.COM,462-8601,1983-05-19,SPECIALIST,0,250
84564,WILLY,OAKES,W.OAKES96@LGCOMPANY.COM,610-2366,1999-03-15,BRAND ASSOCIATE,0,280
84565,CHELSEA,GAY,C.GAY5@LGCOMPANY.COM,349-3068,2008-09-25,DRIVER,0,550
84576,DARELL,MERCER,D.MERCER97@LGCOMPANY.COM,783-4843,2000-12-21,ASSOCIATE,0,280
84580,LORENZO,PECK,L.PECK92@LGCOMPANY.COM,823-7830,1995-03-02,BRAND ASSOCIATE,0,280
84583,LINDSEY,YAZZIE,L.YAZZIE81@LGCOMPANY.COM,799-4345,1984-01-01,SENIOR ACCOUNTANT,0,600
84585,MARIAM,HANCOCK,M.HANCOC77@LGCOMPANY.COM,510-7451,1980-11-01,ASSOCIATE,0,280
84586,REYNA,BERNAL,R.BERNAL80@LGCOMPANY.COM,717-5183,1983-09-29,FREIGHT STOCKER,0,500
84587,LORRI,SHANNON,L.SHANNO95@LGCOMPANY.COM,492-8353,1998-04-04,ASSOCIATE,0,280
84589,TRICIA,CONNORS,T.CONNOR99@LGCOMPANY.COM,829-5964,2002-11-18,PRODUCT SPECIALIST,0,280
84591,LEOPOLDO,SMALL,L.SMALL8@LGCOMPANY.COM,720-5868,2011-03-07,SENIOR ASSOCIATE,0,250
84592,CRISTAL,CALLAHAN,C.CALLAH80@LGCOMPANY.COM,291-9119,1983-05-07,LOAD SPECIALIST,0,550
84593,TONJA,PERKINS,T.PERKIN0@LGCOMPANY.COM,605-8203,2003-10-19,PRODUCT SPECIALIST,0,280
84594,ODELL,TIDWELL,O.TIDWEL87@LGCOMPANY.COM,638-6471,1990-02-03,SENIOR ASSOCIATE,0,300
84596,PRECIOUS,FARMER,P.FARMER1@LGCOMPANY.COM,525-9911,2004-02-22,LOAD SPECIALIST,0,550
84597,WILFORD,BURGOS,W.BURGOS6@LGCOMPANY.COM,316-9363,2009-05-24,FREIGHT STOCKER,0,500
84598,EDNA,SARGENT,E.SARGEN10@LGCOMPANY.COM,876-3968,2013-10-02,SENIOR ACCOUNTANT,0,600
84599,ELEANORE,FENTON,E.FENTON3@LGCOMPANY.COM,279-1485,2006-02-28,ASSOCIATE,0,250
